Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.22,Atria Books,Kindle Edition,386,2016,2016,,2023/03/13,to-read,to-read (#69),to-read,,,,0,0
41861731,"Dear Haiti, Love Alaine",Maika Moulite,"Moulite, Maika",Maritza Moulite,"=""1335777091""","=""9781335777096""",0,3.72,Inkyard Press,Hardcover,432,2019,2019,,2023/03/13,to-read,to-read (#68),to-read,,,,0,0
50705179,Numbers Don't Lie: 71 Things You Need to Know About the World,Vaclav Smil,"Smil, Vaclav",,"=""0241454417""","=""9780241454411""",0,3.84,Viking,Hardcover,384,2020,2020,,2023/02/23,,,read,,,,1,0
116536542,"Things We Left Behind (Knockemout, #3)",Lucy Score,"Score, Lucy",,"=""""","=""""",0,4.30,That's What She Said Publishing,Kindle Edition,,2023,2023,,2023/03/09,to-read,to-read (#67),to-read,,,,0,0
60060431,"Things We Never Got Over (Knockemout, #1)",Lucy Score,"Score, Lucy",,"=""""","=""""",5,4.20,That's What She Said Publishing,Kindle Edition,572,2022,2022,,2022/12/06,,,read,,,,1,0
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",0,3.96,St. Martin's Griffin,Kindle Edition,483,2013,2013,,2023/03/04,to-read,to-read (#66),to-read,,,,0,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",0,3.95,St. Martin's Press,Hardcover,328,2013,2012,,2023/03/04,to-read,to-read (#65),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",0,4.28,Modern Library,Paperback,279,2000,1813,,2023/03/04,to-read,to-read (#64),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2023/03/04,to-read,to-read (#63),to-read,,,,0,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.61,St. Martin's Press,Hardcover,440,2015,2015,,2023/03/04,to-read,to-read (#62),to-read,,,,0,0
55004121,An Emotion of Great Delight,Tahereh Mafi,"Mafi, Tahereh",,"=""0062972413""","=""9780062972415""",0,3.76,HarperCollins,Hardcover,248,2021,2021,,2023/03/03,to-read,to-read (#61),to-read,,,,0,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",5,4.02,Crown,Hardcover,342,2006,2006,2023/03/03,2023/02/04,,,read,,,,1,0
20640318,"The Girl in 6E (Deanna Madden, #1)",A.R. Torre,"Torre, A.R.",,"=""""","=""""",0,3.78,Redhook,Kindle Edition,352,2014,2013,,2023/02/28,to-read,to-read (#60),to-read,,,,0,0
7937843,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",0,4.07,"Little, Brown and Company",Hardcover,321,2010,2010,,2023/02/28,to-read,to-read (#59),to-read,,,,0,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,3.95,Shaye Areheart Books,Hardcover,424,2009,2009,,2023/02/28,to-read,to-read (#58),to-read,,,,0,0
53452906,Ten Lessons for a Post-Pandemic World,Fareed Zakaria,"Zakaria, Fareed",Veropnika Maxová a Jaroslav Veis,"=""""","=""""",0,3.97,W. W. Norton  Company,Hardcover,320,2020,2020,,2023/02/23,to-read,to-read (#57),to-read,,,,0,0
50043108,The Beauty in Breaking,Michele Harper,"Harper, Michele",,"=""0525537384""","=""9780525537380""",0,3.82,Riverhead Books,Hardcover,304,2020,2020,,2023/02/19,to-read,to-read (#56),to-read,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention- and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,4.25,Crown,Hardcover,357,2022,2022,,2023/02/18,to-read,to-read (#55),to-read,,,,0,0
43801254,The Worst Best Man,Mia Sosa,"Sosa, Mia",,"=""0062909886""","=""9780062909886""",4,3.57,Avon,ebook,368,2020,2020,,2023/01/03,,,read,,,,1,0
59651553,"Below Zero (The STEMinist Novellas, #3)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",5,3.61,Berkley,Kindle Edition,139,2022,2022,2023/02/08,2023/02/06,,,read,,,,1,0
59651557,"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",5,3.68,Berkley,Kindle Edition,112,2022,2022,2023/02/06,2023/01/13,,,read,So so stupid cute ,,,1,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""052553654X""","=""""",4,4.06,Portfolio,Kindle Edition,302,2019,2019,2023/02/03,2023/02/03,,,read,,,,1,0
9118135,State of Wonder,Ann Patchett,"Patchett, Ann",,"=""0062049801""","=""9780062049803""",5,3.89,HarperCollins Publishers,Hardcover,353,2011,2011,2023/01/23,2023/01/23,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2023/01/20,to-read,to-read (#54),to-read,,,,0,0
57307172,Tell Me I’m Worthless,Alison Rumfitt,"Rumfitt, Alison",,"=""""","=""9781838390020""",0,3.68,Cipher Press,Paperback,264,2021,2021,,2023/01/13,to-read,to-read (#53),to-read,,,,0,0
58659343,Our Wives Under the Sea,Julia Armfield,"Armfield, Julia",,"=""152901722X""","=""9781529017229""",0,3.83,Picador,Paperback,240,2022,2022,,2023/01/13,to-read,to-read (#52),to-read,,,,0,0
59571699,Love on the Brain,Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",0,3.94,Sphere,Kindle Edition,368,2022,2022,,2023/01/13,to-read,to-read (#51),to-read,,,,0,0
56769575,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393881725""","=""9780393881721""",0,4.06,W. W. Norton & Company,Hardcover,320,2003,2003,,2023/01/13,to-read,to-read (#50),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.15,Penguin Books,Paperback,184,2005,1985,,2023/01/11,to-read,to-read (#49),to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2023/01/10,to-read,to-read (#48),to-read,,,,0,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",4,4.18,Berkley Books,Paperback,383,2021,2021,2023/01/04,2023/01/04,,,read,"1. Fake dating tropes are fun but the miscommunication has to be just done right or else it becomes insufferable. I understand her reasoning not telling Adam about T*m but it shouldn't have been her main one. <br/>2. She's bold, kisses random man, but also like ,,,, can't tell Adam that she has a crush on him. Like idk girlie why can't you just tell him!!! <br/>3. But it's such a cute book and as a former wanna be immunology girl who did an immunology internship at one of the schools mentioned, I absolutely loved loved loved the setting and loved that I knew all the methods and understood what certain test were like Omg!! ",,,1,0
56913168,100 Things We've Lost to the Internet,Pamela Paul,"Paul, Pamela",,"=""0593136772""","=""9780593136775""",0,3.41,Crown,Hardcover,288,2021,2021,,2022/12/30,to-read,to-read (#47),to-read,,,,0,0
55711559,Animal,Lisa Taddeo,"Taddeo, Lisa",,"=""1982122129""","=""9781982122126""",0,3.72,Avid Reader Press / Simon & Schuster,Hardcover,336,2021,2021,,2022/12/27,to-read,to-read (#46),to-read,,,,0,0
57926121,Catch Her When She Falls,Allison Buccola,"Buccola, Allison",,"=""0593231295""","=""9780593231296""",4,3.14,Random House,Hardcover,368,2022,2022,,2022/12/10,,,read,,,,1,0
35488858,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store",Cait Flanders,"Flanders, Cait",,"=""1401954871""","=""9781401954871""",5,3.48,Hay House Inc.,Hardcover,189,2018,2018,,2022/12/07,,,read,,,,1,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",0,4.26,Hachette Books,Kindle Edition,217,2008,2008,,2022/12/08,to-read,to-read (#45),to-read,,,,0,0
55711706,Everyone in This Room Will Someday Be Dead,Emily R. Austin,"Austin, Emily R.",,"=""1982167351""","=""9781982167356""",0,3.88,Atria Books,Hardcover,256,2021,2021,,2022/12/07,to-read,to-read (#44),to-read,,,,0,0
30962053,The Idiot,Elif Batuman,"Batuman, Elif",,"=""1594205612""","=""9781594205613""",0,3.68,Penguin Press,Hardcover,423,2017,2017,,2022/12/06,to-read,to-read (#43),to-read,,,,0,0
421,The White Album,Joan Didion,"Didion, Joan",,"=""0374532079""","=""9780374532079""",0,4.07,FSG Adult,Paperback,224,2009,1979,,2022/12/06,to-read,to-read (#42),to-read,,,,0,0
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.81,Bloomsbury Pub Ltd,Paperback,250,2002,1993,,2022/12/06,to-read,to-read (#41),to-read,,,,0,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.93,Vintage,Paperback,227,2007,2005,,2022/12/06,to-read,to-read (#40),to-read,,,,0,0
428,Play It As It Lays,Joan Didion,"Didion, Joan",,"=""0374529949""","=""9780374529949""",0,3.91,"Farrar, Straus and Giroux",Paperback,231,2005,1970,,2022/12/06,to-read,to-read (#39),to-read,,,,0,0
24728470,M Train,Patti Smith,"Smith, Patti",,"=""1101875100""","=""9781101875100""",0,4.01,Knopf,Hardcover,256,2015,2015,,2022/12/06,to-read,to-read (#38),to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2022/12/06,to-read,to-read (#37),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.37,Vintage,Paperback,512,2015,2011,,2022/12/06,to-read,to-read (#36),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",3,4.37,Beacon Press,Paperback,165,2006,1959,,2022/12/06,,,read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.31,Scribner,Paperback,288,2006,2005,,2022/12/06,to-read,to-read (#35),to-read,,,,0,0
52476830,The Push,Ashley Audrain,"Audrain, Ashley",,"=""1984881663""","=""9781984881663""",0,4.07,Pamela Dorman Books,Hardcover,307,2021,2021,,2022/12/06,to-read,to-read (#34),to-read,,,,0,0
60468332,The Light Pirate,Lily Brooks-Dalton,"Brooks-Dalton, Lily",,"=""1538708272""","=""9781538708279""",0,4.08,Grand Central Publishing,Hardcover,336,2022,2022,,2022/12/06,to-read,to-read (#33),to-read,,,,0,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",0,4.32,Doubleday Books,Hardcover,400,2022,2022,,2022/12/06,to-read,to-read (#32),to-read,,,,0,0
59070379,One of Those Faces,Elle Grawl,"Grawl, Elle",,"=""""","=""""",0,3.46,Thomas & Mercer,Kindle Edition,365,2022,2022,,2022/12/06,to-read,to-read (#31),to-read,,,,0,0
60321042,The Key to My Heart,Lia Louis,"Louis, Lia",,"=""1668001268""","=""9781668001264""",0,4.03,Emily Bestler Books,Paperback,352,2022,2022,,2022/12/06,to-read,to-read (#30),to-read,,,,0,0
59040023,To Get to the Other Side,Kelly Ohlert,"Ohlert, Kelly",,"=""1639101381""","=""9781639101382""",0,3.39,Alcove Press,Paperback,336,2022,2022,,2022/12/06,to-read,to-read (#29),to-read,,,,0,0
60839440,Ms. Demeanor,Elinor Lipman,"Lipman, Elinor",,"=""0358677882""","=""9780358677888""",0,3.48,Harper Perennial,Paperback,304,2023,2022,,2022/12/06,to-read,to-read (#28),to-read,,,,0,0
61043413,All the Dark Places,Terri Parlato,"Parlato, Terri",,"=""149673856X""","=""9781496738561""",0,3.78,Kensington Publishing,Hardcover,312,2022,2022,,2022/12/06,to-read,to-read (#27),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.53,Harper,Hardcover,546,2022,2022,,2022/12/06,to-read,to-read (#26),to-read,,,,0,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",0,4.17,Berkley,Hardcover,377,2022,2022,,2022/12/06,to-read,to-read (#25),to-read,,,,0,0
51700803,Eat a Peach,David Chang,"Chang, David",Gabe Ulla,"=""152475921X""","=""9781524759216""",0,3.90,Clarkson Potter Publishers,Hardcover,288,2020,2020,,2022/12/06,to-read,to-read (#24),to-read,,,,0,0
52623750,Wintering: The Power of Rest and Retreat in Difficult Times,Katherine May,"May, Katherine",,"=""0593189485""","=""9780593189481""",0,3.87,Riverhead Books,Hardcover,241,2020,2020,,2022/12/06,to-read,to-read (#23),to-read,,,,0,0
45186565,Uncanny Valley: A Memoir,Anna Wiener,"Wiener, Anna",,"=""0374278016""","=""9780374278014""",0,3.65,MCD,Hardcover,281,2020,2020,,2022/12/06,to-read,to-read (#22),to-read,,,,0,0
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""1250304458""","=""9781250304452""",0,3.63,Celadon Books,Hardcover,337,2021,2021,,2022/12/06,to-read,to-read (#21),to-read,,,,0,0
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.09,William Morrow,Hardcover,373,2020,2020,,2022/12/06,to-read,to-read (#20),to-read,,,,0,0
56167258,Where the Grass Is Green and the Girls Are Pretty,Lauren Weisberger,"Weisberger, Lauren",,"=""1984855565""","=""9781984855565""",0,3.43,Random House,Hardcover,368,2021,2021,,2022/12/06,to-read,to-read (#19),to-read,,,,0,0
41806641,An Elegant Defense: The Extraordinary New Science of the Immune System: A Tale in Four Lives,Matt Richtel,"Richtel, Matt",,"=""""","=""""",0,4.07,William Morrow,Kindle Edition,448,2019,2019,,2022/12/06,to-read,to-read (#18),to-read,,,,0,0
59900689,How to Prevent the Next Pandemic,Bill  Gates,"Gates, Bill",,"=""0593534484""","=""9780593534489""",0,3.76,Knopf,Hardcover,304,2022,2022,,2022/12/06,to-read,to-read (#17),to-read,,,,0,0
61865484,"Northern Stars (The Compass, #4)",Brittainy C. Cherry,"Cherry, Brittainy C.",,"=""""","=""""",0,4.18,,Kindle Edition,384,2022,2022,,2022/12/06,to-read,to-read (#16),to-read,,,,0,0
59519684,Mean Baby: A Memoir of Growing Up,Selma Blair,"Blair, Selma",,"=""0525659501""","=""9780525659501""",0,3.95,Knopf,Kindle Edition,299,2022,2022,,2022/11/30,to-read,to-read (#15),to-read,,,,0,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.36,Abrams Press,Hardcover,318,2019,2019,,2022/11/30,to-read,to-read (#14),to-read,,,,0,0
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""""","=""""",4,3.80,Ballantine Books,Hardcover,304,2022,2022,,2022/11/19,,,read,,,,1,0
147780,"Dealing, or The Berkeley-To-Boston Forty-Brick Lost-Bag Blues",Michael   Douglas,"Douglas, Michael","Michael Crichton, Douglas Crichton","=""039442168X""","=""9780394421681""",0,3.22,Alfred A. Knopf,Hardcover,222,1970,1970,,2022/11/29,to-read,to-read (#13),to-read,,,,0,0
39939,The Lives of the Muses: Nine Women and the Artists They Inspired,Francine Prose,"Prose, Francine",,"=""0060555254""","=""9780060555252""",0,3.72,Harper Perennial,Paperback,448,2003,2002,,2022/11/29,to-read,to-read (#12),to-read,,,,0,0
7419758,The Terrible Privacy of Maxwell Sim,Jonathan Coe,"Coe, Jonathan",,"=""0670917389""","=""9780670917389""",0,3.41,Viking,Paperback,352,2011,2010,,2022/11/25,to-read,to-read (#11),to-read,,,,0,0
26110947,"Number 11 (The Winshaw Legacy, #2)",Jonathan Coe,"Coe, Jonathan",,"=""067092380X""","=""9780670923809""",0,3.65,Penguin,Paperback,351,2015,2015,,2022/11/25,to-read,to-read (#10),to-read,,,,0,0
89055,The House of Sleep,Jonathan Coe,"Coe, Jonathan",,"=""0375700889""","=""9780375700880""",0,3.94,Vintage,Paperback,337,1999,1997,,2022/11/25,to-read,to-read (#9),to-read,,,,0,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",0,4.26,Scribner,Hardcover,626,2021,2021,,2022/11/24,to-read,to-read (#8),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.42,Riverhead Books,Hardcover,372,2007,2007,,2022/11/24,,,read,,,,1,0
58097588,American Made: What Happens to People When Work Disappears,Farah Stockman,"Stockman, Farah",,"=""1984801155""","=""9781984801159""",0,4.31,Random House,Hardcover,432,2021,2021,,2022/11/24,to-read,to-read (#7),to-read,,,,0,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",0,4.49,Simon & Schuster,ebook,320,2022,2022,,2022/11/24,to-read,to-read (#6),to-read,,,,0,0
53137893,The Wife Upstairs,Rachel Hawkins,"Hawkins, Rachel",,"=""1250245494""","=""9781250245496""",4,3.75,St. Martin's Press,Hardcover,290,2021,2021,,2022/11/23,,,read,,,,1,0
54860610,Somebody's Daughter,Ashley C. Ford,"Ford, Ashley C.",,"=""1250305977""","=""9781250305978""",0,4.05,Flatiron Books: An Oprah Book,Hardcover,224,2021,2021,,2022/11/21,to-read,to-read (#5),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.10,Knopf,Hardcover,259,2022,2022,,2022/11/19,to-read,to-read (#4),to-read,,,,0,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",0,3.68,William Morrow,Hardcover,360,2022,2022,,2022/11/19,to-read,to-read (#3),to-read,,,,0,0
50093704,In Five Years,Rebecca Serle,"Serle, Rebecca",,"=""1982137444""","=""9781982137441""",4,3.80,Atria Books,Hardcover,272,2020,2020,,2022/11/16,,,read,cute cliche I shed one tear it was good. I just finished a much heavier book and it was a perfect cleanse. ,,,1,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.08,Business Plus,ebook,288,2012,2012,,2022/11/16,to-read,to-read (#2),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",3,4.19,Plume,Paperback,368,2022,1949,,2022/11/15,to-read,to-read (#1),to-read,,,,1,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine Hedges,"=""1558611584""","=""9781558611580""",3,4.10,The Feminist Press at CUNY,Paperback,64,1996,1892,,2022/11/15,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Mobile Classics, Силвия Желева, Джейн Остин, Ros Ballaster","=""""","=""""",5,4.08,Penguin Books,Paperback,409,2003,1811,,2022/11/15,,,read,,,,1,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","John Bugg, Richard J. Dunn, Charlotte Brontë, Robert Heindel","=""""","=""""",3,3.88,Norton,Paperback,464,2002,1847,,2022/11/15,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",4,4.56,Scholastic,Paperback,734,2002,2000,,2022/11/15,,,read,,,,1,0
72193,"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Bloomsbury Publishing,Paperback,223,1997,1997,,2022/11/15,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",4,4.33,Scholastic Press,Hardcover,374,2008,2008,,2022/11/15,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",5,3.93,Pocket Books,Mass Market Paperback,736,2006,2000,,2022/11/15,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""0735211302""","=""""",4,4.37,Avery,Kindle Edition,319,2018,2018,,2022/11/15,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.47,Random House,Hardcover,352,2018,2018,,2022/11/15,,,read,,,,1,0
